"1061 Budapest, Jókai tér 2. IV/8., 29061/0/A/14"
"1067 Budapest, Teréz körút 29. I/19., 28854/0/A/21"
"1067 Budapest, Teréz körút 5. fszt. 1., 29438/0/A/2"
"1067 Budapest, Teréz körút 3. I/3., 29439/0/A/15"
"1064 Budapest, Vörösmarty utca 59. fszt. 4., 28695/0/A/5"
"1068 Budapest, Rippl-Rónai utca 32. 1/15., 28292/0/A/17"
"1063 Budapest, Szív utca 62. A. lph. 4/41., 28563/0/A/18"
"1065 Budapest, Lázár utca 14. I/2., 29201/0/A/7"
"1061 Budapest, Andrássy út 33. III/2., 29337/0/A/28"
"1062 Budapest, Andrássy út 54. 2/3., 28820/0/A/22"
"1066 Budapest, Zichy Jenő utca 22. I/10., 29113/0/A/13"
"1061 Budapest, Székely Mihály utca 3. III/301., 29311/0/A/54"
"1061 Budapest, Paulay Ede utca 18 fszt. 2., 29300/0/A/2"
"1061 Budapest, Anker köz 2-4. II/1/A, 29268/4/A/43"
"1065 Budapest, Nagymező utca 14. I/8., 29338/0/A/12"
"1061 Budapest, Vasvári Pál utca 6. fszt. 1., 29316/0/A/1"
"1067 Budapest, Teréz körút 39. , 28849/0/A/1"
"1062 Budapest, Aradi utca 14. I/42., 28808"
"1061 Budapest, Paulay Ede utca 7-9. II/18., 29261/0/A/19"
"1061 Budapest, Paulay Ede utca 57. III/4., 29371/0/A/19"
"1065 Budapest, Hajós utca 16-18. II/3., 29193/0/A/11"
"1061 Budapest, Paulay Ede utca 7-9. III./31., 29261/0/A/34"
"1065 Budapest, Podmaniczky utca 7. II/13., 28934/0/A/13"
"1064 Budapest, Podmaniczky utca 59. I/4., 28560/0/A/9"
"1063 Budapest, Kmety György utca 22. II/15., 28399/0/A19"
"1065 Budapest, Lázár utca 9. I/2., 29214/0/A/8"
"1064 Budapest, Vörösmarty utca 64. 4/3., 28725/0/A/34"
"1061 Budapest, Székely Mihály utca 7. III/1., 29323/0/A/14"
"1067 Budapest, Eötvös utca 35. fszt. 2., 28799/0/A/2"
"1066 Budapest, Teréz körút 30. I/14., 28885/0/A/4"
"1068 Budapest, Felső erdősor 8. 1/1., 29574/0/A/4"
"1066 Budapest, Lovag utca 7. I/9., 28980/0/A/10"
"1066 Budapest, Zichy Jenő utca 1. V/8., 29184/0/A/48"
"1066 Budapest, Lovag utca 8. III/8., 28956/0/A/39"
"1061 Budapest, Paulay Ede utca 22-24. I/2., 29298/0/A/2"
"1066 Budapest, Teréz körút 2-4. III/1., 29407/0/A/36"
"1063 Budapest, Szinyei Merse utca 11. I/17., 28449/0/A/21"
"1066 Budapest, Jókai utca 12. IV/2., 29015/0/A/30"
"1061 Budapest, Székely Mihály utca 5. I/2., 29322/0/A/5"
"1061 Budapest, Dalszínház utca 2. fszt. 1., 29329/0/A/2"
"1061 Budapest, Anker köz 1-3. II/8., 29268/5/A/46"
"1066 Budapest, Ó utca 43-49. VI/603., 29039/0/A/114"
"1061 Budapest, Király utca 38. II/15, 29313/0/A/31"
"1061 Budapest, Paulay Ede utca 13. II/11, 29259/0/A/13"
"1063 Budapest, Kmety György utca 19. fszt. 1., 28404/0/A/1"
"1067 Budapest, Hunyadi tér 1. fszt. 1., 29460/0/A/1"
"1061 Budapest, Király utca 24. III/13., 29280/0/A/16"
"1061 Budapest, Paulay Ede utca 47. IV/41., 29359/0/A/20"
"1061 Budapest, Király utca 14. II/13., 29273/0/A/28"
"1064 Budapest, Izabella utca 45. I/10., 29523/0/A/10"
"1067 Budapest, Eötvös utca 49. IV/4., 28777/0/A/27"
"1067 Budapest, Csengery utca 70. 2/7., 28794/0/A/29"
"1067 Budapest, Csengery utca 70. 3/7., 28794/0/A/38"
"1066 Budapest, Dessewffy utca 37. V/16., 29003/0/A/31"
"1061 Budapest, Andrássy út 25. , 29330"
"1063 Budapest, Szinyei Merse utca 11. fszt. 4., 28449/0/A/4"
"1061 Budapest, Liszt Ferenc tér 2. 4. em. 2/A., 29384/0/A/24"
"1067 Budapest, Eötvös utca 28. fszt. 2., 28848/0/A/6"
"1061 Budapest, Káldy Gyula utca 5. 209., 29282/0/A/28"
"1061 Budapest, Andrássy út 45. 1/8., 29383/0/A/17"
"1065 Budapest, Révay utca 22. II/2A., 29229/0/A/23"
"1065 Budapest, Nagymező utca 3. V/8A., 29373/0/A/15"
"1061 Budapest, Király utca 14. II/8., 29273/0/A/23"
"1064 Budapest, Szondi utca 63. II. lph. fszt. 3., 28392/0/A/10"
"1067 Budapest, Csengery utca 71. fszt. 4., 28728/0/A/8"
"1067 Budapest, Teréz körút 7. III/6/A., 29420/0/A/59"
"1061 Budapest, Paulay Ede utca 3 C ép. II/3., 29263/0/A/78"
"1061 Budapest, Paulay Ede utca 3 D. ép. IV/5., 29263/0/A/205"
"1064 Budapest, Izabella utca 39/B. fszt. 1., 29515/0/A/3"
"1063 Budapest, Bajnok utca 6. 1/2., 28537/0/A/11"
"1067 Budapest, Csengery utca 57. fszt. 1., 28750/0A/1"
"1061 Budapest, Paulay Ede utca 65. V/40, 29392/0/A/40"
"1061 Budapest, Paulay Ede utca 65. IV/31., 29392/0/A/31"
"1061 Budapest, Paulay Ede utca 3. C. II/9, 29263/0/A/84"
"1061 Budapest, Jókai tér 10. félemelet 4., 29056/0/A/10"
"1061 Budapest, Hegedű utca 6. II/14., 29370/0/A/19"
"1065 Budapest, Nagymező utca 32. II/23., 29090/0/A/26"
"1066 Budapest, Dessewffy utca 30. IV/8., 28987/0/A/42"
"1065 Budapest, Nagymező utca 41. I/2., 28983/0/A/9"
"1061 Budapest, Paulay Ede utca 3 A/II/12, 29263/0/A/55"
"1061 Budapest, Paulay Ede utca 3 B/III/15, 29263/0/A/128"
"1068 Budapest, Felső erdősor 5. I/10., 29594/0/A/15"
"1066 Budapest, Dessewffy utca 21. fszt. 2., 29121/0/A/4"
"1066 Budapest, Teréz körút 2-4. II/3/A, 29407/0/A/27"
"1067 Budapest, Teréz körút 47.  I/8., 28830/0/A/22"
"1066 Budapest, Ó utca 40. fszt. 4., 29031/0/A/7"
"1067 Budapest, Eötvös utca 47. 4/22., 28778/0/A/23"
"1061 Budapest, Jókai tér 8. I/2A., 28879/0/A/8"
"1061 Budapest, Vasvári Pál utca 6. III/6., 29316/0/A/36"
"1061 Budapest, Jókai tér 7. I/16., 28875/0/A/19"
"1061 Budapest, Liszt Ferenc tér 2. 4/4., 29384/0/A/20"
"1066 Budapest, Zichy Jenő utca 35. fszt. 2., 29025/0/A/3"
"1065 Budapest, Podmaniczky utca 5. V/4., 28935/0/A/32"
"1065 Budapest, Podmaniczky utca 5. V/5., 28935/0/A/32"
"1065 Budapest, Podmaniczky utca 5. VI/6., 28935/0/A/32"
"1065 Budapest, Podmaniczky utca 5. VI/7., 28935/0/A/32"
"1063 Budapest, Bajnok utca 14. 3/13., 28533/0/A/17"
"1067 Budapest, Csengery utca 76. fszt. 6., 28791/0/A/6"
"1065 Budapest, Podmaniczky utca 6. II/9., 28919/0/A/15"
"1068 Budapest, Szondi utca 93. 3/2., 28247/0/A/17"
"1061 Budapest, Király utca 54. III/6., 29400/0/A/29"
"1061 Budapest, Király utca 30-32.  A. ép. I/101., 29289/0/A/3"
"1061 Budapest, Paulay Ede utca 25-27. II/4., 29295/0/A/8"
"1061 Budapest, Paulay Ede utca 3. D. ép. IV/9., 29263/0/A/209"
"1061 Budapest, Paulay Ede utca 3. B. ép. IV/12., 29263/0/A/180"
"1061 Budapest, Paulay Ede utca 3. D. ép. II/12., 29263/0/A/100"
"1061 Budapest, Paulay Ede utca 3. D. ép. II/11., 29263/0/A/99"
"1068 Budapest, Király utca 78. fszt. 17., 29445/0/A/10"
"1061 Budapest, Paulay Ede utca 5. II/10., 29262/0/A/10"
"1061 Budapest, Paulay Ede utca 3. B. ép. III/17., 29263/0/A/130"
"1066 Budapest, Teréz körút 32. félem. 18., 28886/0/A/11"
"1061 Budapest, Anker köz 1-3. IV/13., 29268/5/A/64"
"1068 Budapest, Király utca 82. IV/1/A, 29471/0/A/47"
"1066 Budapest, Zichy Jenő utca 42. fszt. 8., 29013/0/A/9"
"1066 Budapest, Ó utca 43-49. VI/601., 29039/0/A/112"
"1065 Budapest, Hajós utca 13-15. I/4A., 29083/0/A/17"
"1066 Budapest, Dessewffy utca 3. I/5., 29164/0/A/8"
"1068 Budapest, Király utca 70. II/18., 29441/0/A/20"
"1063 Budapest, Bajnok utca 22. 2/18., 28521/0/A/18"
"1061 Budapest, Liszt Ferenc tér 3. III. em. 4/A., 29393/2/A/20"
"1061 Budapest, Liszt Ferenc tér 5. 1/6., 29395/0/A/10"
"1067 Budapest, Eötvös utca 35. fszt. 1., 28799/0/A/1"
"1068 Budapest, Szófia utca 23. 1/8., 29485/0/A/11"
"1067 Budapest, Eötvös utca 47. 4/22., 28778/0/A/23"
"1068 Budapest, Szondi utca 92. fszt. 8., 28291/0/A/9"
"1066 Budapest, Ó utca 42. III/5., 29032/0/A/24"
"1062 Budapest, Lendvay utca 25. fszt. 2., 28265/0/A/3"
"1062 Budapest, Lendvay utca 25. fszt. 1., 28265/0/A/4"
"1061 Budapest, Paulay Ede utca 3. C ép. V/5., 29263/0/A/240"
"1065 Budapest, Podmaniczky utca 4. fszt. 2., 28918/0/A/4"
"1066 Budapest, Teréz körút 4. I/7., 29407/0/A/19"
"1061 Budapest, Vasvári Pál utca 9. II/21., 29344/0/A/21"
"1065 Budapest, Lázár utca 3. I/2., 29217/0/A/9"
"1065 Budapest, Nagymező utca 32. I/12., 29090/0/A/13"
"1061 Budapest, Andrássy út 27. 2/3., 29334/0/A/22"
"1067 Budapest, Csengery utca 64. fszt. 7., 28797/0/A/10"
"1064 Budapest, Izabella utca 43. 3/15., 29522/0/A/22"
"1065 Budapest, Révay utca 6. I/5., 29221/0/A/17"
"1065 Budapest, Bajcsy-Zsilinszky út 45. III/2., 29142/0/A/23"
"1066 Budapest, Dessewffy utca 30. IV/7., 28987/0/A/41"
"1066 Budapest, Teréz körút 6. III/9/A, 29413/0/A/71"
"1067 Budapest, Teréz körút 7. I/3., 29420/0/A/21"
"1064 Budapest, Rózsa utca 55. 2/4., 29552/1/A/23"
"1064 Budapest, Rózsa utca 55. 2/8., 29552/1/A/27"
"1061 Budapest, Paulay Ede utca 3. B/IV/6., 29263/0/A/174"
"1061 Budapest, Paulay Ede utca 56. I/8., 29386/0/A/11"
"1067 Budapest, Teréz körút 1. I/2., 29440/0/A/6"
"1061 Budapest, Káldy Gyula utca 5. I/101., 29282/0/A/8"
"1066 Budapest, Ó utca 38. fszt. 1A., 29030/0/A/4"
"1066 Budapest, Dessewffy utca 25-27. fszt. 5., 29119/0/A/10"
"1068 Budapest, Király utca 90. II/19., 29478/0/A/23"
"1066 Budapest, Dessewffy utca 11. , 29160"
"1063 Budapest, Szinyei Merse utca 19. fszt. 5., 28437/0/A/11"
"1064 Budapest, Rózsa utca 55. 3/8., 29552/1/A/52"
"1066 Budapest, Ó utca 40. II/17A., 29031/0/A/19"
"1061 Budapest, Király utca 14. I/6., 29273/0/A/4"
"1067 Budapest, Teréz körút 23. II/10/B, 28857/0/A/13"
"1063 Budapest, Bajnok utca 5. fszt. 2., 28509/0/A/4"
"1061 Budapest, Paulay Ede utca 65. V/43., 29392/0/A/43"
"1065 Budapest, Lázár utca 8. I/9., 29204/0/A/13"
"1061 Budapest, Paulay Ede utca 25-27. II/9. (AB), 29295/0/A/10"
"1061 Budapest, Paulay Ede utca 22-24. II/3., 29298/0/A/7"
"1061 Budapest, Paulay Ede utca 22-24. II/1., 29298/0/A/13"
"1065 Budapest, Révay utca 6. I/3., 29221/0/A/15"
"1065 Budapest, Bajcsy-Zsilinszky út 3. V/5., 29267/0/A/35"
"1061 Budapest, Paulay Ede utca 3. C ép. IV/9., 29263/0/A/196"
"1061 Budapest, Király utca 40. V/18., 29314/0/A/110"
"1067 Budapest, Teréz körút 7. I/3., 29420/0/A/21"
"1061 Budapest, Király utca 40. V/2., 29314/0/A/94"
"1065 Budapest, Bajcsy-Zsilinszky út 17. III/14., 29218/0/A/58"
"1064 Budapest, Rózsa utca 46. II. em. 8/A., 29520/0/A/17"
"1067 Budapest, Csengery utca 74. I/10., 28792/0/A/10"
"1061 Budapest, Paulay Ede utca 65. III/27., 29392/0/A/27"
"1065 Budapest, Nagymező utca 32. fszt. 6., 29090/0/A/7"
"1067 Budapest, Podmaniczky utca 27. III/23., 28829/0/A/34"
"1066 Budapest, Dessewffy utca 30. IV/5., 28987/0/A/39"
"1068 Budapest, Rippl-Rónai utca 32. I/14., 28292/0/A/16"
"1061 Budapest, Paulay Ede utca 43. I/5. B., 29357/0/A/6"
"1068 Budapest, Király utca 102 V/52., 29554/0/A/42"
"1061 Budapest, Paulay Ede utca 10. I/1/B., 29253/0/A/22"
"1061 Budapest, Paulay Ede utca 10. I/1/A., 29253/0/A/2"
"1067 Budapest, Eötvös utca 42. I/8., 28837/0/A/14"
"1064 Budapest, Podmaniczky utca 57. I/10., 28569/0/A/17"
"1066 Budapest, Zichy Jenő utca 23. II/12., 29109/0/A/14"
"1067 Budapest, Eötvös utca 19. II/18., 28815/0/A/37"
"1065 Budapest, Bajcsy-Zsilinszky út 17. II./3., 29218/0/A/34"
"1067 Budapest, Csengery utca 70. V./7., 28794/0/A/56"
"1068 Budapest, Benczúr utca 35/C. 3/308., 29700/1/A/41"
"1066 Budapest, Dessewffy utca 26/B. fszt. 8., 28985/0/A/10"
"1061 Budapest, Paulay Ede utca 11. ii/7., 29260/0/a/7"
"1061 Budapest, Paulay Ede utca 25-27. III/13., 29295/0/A/15"
"1061 Budapest, Paulay Ede utca 65. I/8., 29392/0/A/8"
"1061 Budapest, Paulay Ede utca 65. VI/47., 29392/0/A/47"
"1061 Budapest, Paulay Ede utca 65. VI/47., 29392/0/A/47"
"1067 Budapest, Teréz körút 19. II/25., 28869/0/A/31"
"1061 Budapest, Andrássy út 15. III/5./1. apartman, 29305/0/A/20"
"1067 Budapest, Teréz körút 7. I/3., 29420/0/A/21"
"1061 Budapest, Jókai tér 8. II/4., 28879/0/A10"
"1068 Budapest, Szondi utca 79. 2/44., 28300/0/A/41"
"1061 Budapest, Paulay Ede utca 21. II/4., 29285/0/A/10"
"1061 Budapest, Király utca 38. II/18., 29313/0/A/25"
"1061 Budapest, Paulay Ede utca 37. III/1., 29319/0/A/11"
"1061 Budapest, Andrássy út 14. II. em. 7/A., 29236/0/A/18"
"1065 Budapest, Lázár utca 3. II/4., 29217/0/A/18"
"1061 Budapest, Király utca 40. V./517., 29314/0/A/109"
"1061 Budapest, Paulay Ede utca 3. A. ép. II/2., 29263/0/A/45"
"1061 Budapest, Anker köz 2-4. félem. 1., 29268/4/A/28"
"1061 Budapest, Paulay Ede utca 3/A. IV/10., 29263/0/A/168"
"1066 Budapest, Zichy Jenő utca 32. I/2., 29008/0/A/9"
"1061 Budapest, Jókai tér 8. I/2., 28879/0/A/7"
"1065 Budapest, Bajcsy-Zsilinszky út 21. Mfszt.1., 29185/0/A/23"
"1065 Budapest, Bajcsy-Zsilinszky út 21. mfszt. 2., 29185/0/A/24"
"1068 Budapest, Szondi utca 93. IV. em. 3/A., 28247/0/A/24"
"1061 Budapest, Jókai tér 3. III/26., 29066/0/A/26"
"1067 Budapest, Hunyadi tér 10. fszt. 5/A., 29493/0/A/14"
"1066 Budapest, Mozsár utca 12. I/2A., 29053/0/A/11"
"1065 Budapest, Lázár utca 7. II/5., 29215/0/A/15"
"1065 Budapest, Hajós utca 13-15. IV/7., 29083/0/A/69"
"1065 Budapest, Nagymező utca 8. IV/2. , 29356/0/A/72"
"1065 Budapest, Nagymező utca 8. IV/2A., 29356/0/A/73"
"1067 Budapest, Csengery utca 86. I/12 A, 28780/0/A/14"
"1061 Budapest, Liszt Ferenc tér 9. 2/3., 29409/0/A/20"
"1062 Budapest, Székely Bertalan utca 14. 6/2., 28443/0/B/32"
"1061 Budapest, Liszt Ferenc tér 10. I/11., 29410/0/A/29"
"1064 Budapest, Vörösmarty utca 53. III/33., 28698/0/A/40"
"1068 Budapest, Felső erdősor 8. II/1., 29574/0/A/7"
"1068 Budapest, Felső erdősor 8. II/2., 29574/0/A/8"
"1061 Budapest, Paulay Ede utca 6. II/10., 29251/0/A/11"
"1066 Budapest, Lovag utca 8. III/5., 28956/0/A/38"
"1065 Budapest, Hajós utca 37. fszt. 1., 29132/0/A/2"
"1066 Budapest, Lovag utca 8. II/6., 28956/0/A/28"
"1068 Budapest, Szondi utca 93. 5/1., 28247/0/A/26"
"1066 Budapest, Teréz körút 28. V/3., 28884/0/A/50"
"1061 Budapest, Paulay Ede utca 39. I/5A, 29318/0/A/7"
"1065 Budapest, Nagymező utca 10. I/8., 29360/0/A/17"
"1061 Budapest, Király utca 30-32. A. ép. IV./403., 29289/0/A/28"
"1061 Budapest, Király utca 30-32. B. ép. I/115., 29289/0/A/62"
"1066 Budapest, Lovag utca 8. fszt .2., 28956/0/A/6"
"1068 Budapest, Király utca 78. I/25., 29445/0/A/22"
"1065 Budapest, Bajcsy-Zsilinszky út 21. II/11., 29185/0/A/60"
"1062 Budapest, Aradi utca 17 Fszt. 4., 28813/0/A/5"
"1065 Budapest, Nagymező utca 60. fszt. 3., 29137/0/A/3"
"1065 Budapest, Nagymező utca 60. fszt. 3., 29137/0/A/3"
"1066 Budapest, Teréz körút 20. II/2., 28877/0/A/17"
"1061 Budapest, Paulay Ede utca 5. I/5., 29262/0/A/5"
"1068 Budapest, Király utca 78. I/23., 29445/0/A/20"
"1065 Budapest, Weiner Leó utca 11. fszt. 2., 28954/0/A/2"
"1065 Budapest, Bajcsy-Zsilinszky út 27. I/5., 29166/0/A/10"
"1064 Budapest, Izabella utca 41. III/19., 29516/0/A/21"
"1065 Budapest, Révay utca 2. III/1A., 29220/5/A/17"
"1061 Budapest, Anker köz 1-3. II/6., 29268/5/A/39"
"1061 Budapest, Paulay Ede utca 3. B. ép. IV/4., 29263/0/A/182"
"1066 Budapest, Teréz körút 2-4. III/6., 29407/0/A/43"
"1061 Budapest, Székely Mihály utca 7. V/1., 29323/0/A/24"
"1061 Budapest, Király utca 38. III/30., 29313/0/A/34"
"1061 Budapest, Paulay Ede utca 7-9. I/11., 29261/0/A/11"
"1064 Budapest, Izabella utca 68/B lh:B. I/4., 28703/0/A/20"
"1062 Budapest, Aradi utca 15. II/4B, 28814/0/A/19"
"1061 Budapest, Káldy Gyula utca 5. IV/407., 29282/0/A/50"
"1065 Budapest, Nagymező utca 35. IV/3., 29005/0/A/31"
"1065 Budapest, Nagymező utca 28. III/11., 29088/2/A/12"
"1062 Budapest, Aradi utca 15. II/4., 28814/0/A/20"
"1065 Budapest, Hajós utca 7. I/6., 29080/0/A/14"
"1065 Budapest, Nagymező utca 3. VII/11., 29373/0/A/18"
"1067 Budapest, Teréz körút 7. I/6., 29420/0/A/26"
"1067 Budapest, Podmaniczky utca 43. I/3., 28722/0/A/14"
"1067 Budapest, Podmaniczky utca 43. I/3., 28722/0/A/14"
"1065 Budapest, Hajós utca 43. II/29., 29135/0/A/27"
"1061 Budapest, Paulay Ede utca 3. A. ép. IV/8., 29263/0/A/166"
"1067 Budapest, Eötvös utca 11. Fszt.2., 29454/0/A/5"
"1066 Budapest, Teréz körút 18. fe. 1., 28876/0/A/11"
"1067 Budapest, Podmaniczky utca 31. Fszt.5., 28824/0/A/8"
"1061 Budapest, Király utca 46. III/8., 29350/0/A/44"
"1061 Budapest, Király utca 46. I/10., 29350/0/A/26"
"1061 Budapest, Király utca 46. II/8., 29350/0/A/34"
"1062 Budapest, Andrássy út 92-94. 3/5., 28470/0/A/62"
"1065 Budapest, Bajcsy-Zsilinszky út 63. IV/4., 28909/0/A/37"
"1062 Budapest, Andrássy út 95. -1. em. 2., 29630/0/A/2"
"1061 Budapest, Király utca 46. I/8., 29350/0/A/24"
"1064 Budapest, Vörösmarty utca 60. Fszt.2., 28727/0/A/2"
"1061 Budapest, Király utca 30-32. VIII/801, 29289/0/A/54"
"1064 Budapest, Izabella utca 70. II/3./B, 28694/0/A/17"
"1066 Budapest, Zichy Jenő utca 30. fe. 4., 29007/0/A/11"
"1066 Budapest, Ó utca 3. fszt. 1., 29206/0/A/1"
"1064 Budapest, Rózsa utca 99/A. II/2., 28578/0/A/11"
"1061 Budapest, Paulay Ede utca 10. II/5., 29263/0/A/6"
"1065 Budapest, Révay utca 14. fszt. 1., 29225/0/A/5"
"1065 Budapest, Révay utca 2. VI/2., 29220/5/A/25"
"1061 Budapest, Andrássy út 1. 2. em. 5/A., 29246/0/A/19"
"1063 Budapest, Szinyei Merse utca 23. I. em. 6. (3-as lakás), 28428/0/A/17"
"1061 Budapest, Király utca 46. IV/10., 29350/0/A/56"
"1061 Budapest, Király utca 46. IV/4., 29350/0/A/50"
"1061 Budapest, Király utca 46. III/10, 29350/0/A/46"
"1061 Budapest, Király utca 30-32. A ép. I/106., 29289/0/A/8"
"1061 Budapest, Király utca 40. II/10., 29314/0/A/45"
"1063 Budapest, Szinyei Merse utca 29. 2/6., 28425/0/A/28"
"1066 Budapest, Dessewffy utca 5. fszt. 1A., 29163/0/A/5"
"1067 Budapest, Teréz körút 9. II/2B., 29421/0/A/22"
"1066 Budapest, Dessewffy utca 26/B. IV/27., 28985/0/A/37"
"1061 Budapest, Király utca 28. I/36., 29288/0/A/26"
"1065 Budapest, Podmaniczky utca 11. II/2., 28932/0/A/18"
"1065 Budapest, Hajós utca 43. fszt. 4., 29135/0/A/3"
"1063 Budapest, Bajnok utca 27. fszt. 6., 28484/0/A/5"
"1066 Budapest, Zichy Jenő utca 20. fszt. 2., 29112/0/A/4"
"1063 Budapest, Kmety György utca 17. II/3., 28403/0/A/20"
"1067 Budapest, Teréz körút 33. III/18., 28852/0/A/25"
"1061 Budapest, Jókai tér 7. I/14., 28875/0/A/17"
"1065 Budapest, Bajcsy-Zsilinszky út 5. V/13., 29266/0/A/44"
"1062 Budapest, Bajza utca 64. B. lph. 2/32., 28381/0/B/33"
"1064 Budapest, Izabella utca 80. Fszt.10., 28688/0/A/7"
"1061 Budapest, Paulay Ede utca 3. C ép. IV.10., 29263/0/A/197"
"1061 Budapest, Paulay Ede utca 67. I/1., 29393/1/A/7"
"1061 Budapest, Paulay Ede utca 3. A ép. III/1., 29263/0/A/103"
"1067 Budapest, Oktogon tér 4. fszt. 1., 28870/0/A/10"
"1068 Budapest, Király utca 106. fszt. 1/b., 29556/0/A/5"
"1065 Budapest, Podmaniczky utca 10. III/2., 28921/0/A/19"
"1063 Budapest, Szív utca 16. 1/18., 29545/0/A/23"
"1066 Budapest, Dessewffy utca 28. III/24., 28986/0/A/25"
"1063 Budapest, Szinyei Merse utca 21. 4/1., 28436/0/A/20"
"1066 Budapest, Dessewffy utca 28. III/25., 28986/0/A/25"
"1066 Budapest, Teréz körút 6. V/6A, 29413/0/A/95"
"1066 Budapest, Teréz körút 6. III/7., 29413/0/A/67"
"1067 Budapest, Teréz körút 39. fszt. 7., 28849/0/A/9"
"1061 Budapest, Paulay Ede utca 20. III/12., 29299/0/A/14"
"1061 Budapest, Paulay Ede utca 10. I/3., 29253/0/A/4"
"1061 Budapest, Paulay Ede utca 10. III/11., 29253/0/A/14"
"1061 Budapest, Király utca 30-32. C. ép. I/118., 29289/0/A/110"
"1066 Budapest, Weiner Leó utca 18. I/7A., 28946/0/A/8"
"1066 Budapest, Dessewffy utca 5. fszt. 1., 29163/0/A/2"
"1061 Budapest, Király utca 46. II/9., 29350/0/A/35"
"1066 Budapest, Dessewffy utca 28. II/15., 28986/0/A/18"
"1067 Budapest, Csengery utca 59./A II/14, 28749/0/A/20"
"1061 Budapest, Andrássy út 37. I/7A, 29379/0/A/7"
"1066 Budapest, Jókai utca 14. fszt. 1., 28996/0/A/6"
"1061 Budapest, Király utca 46. I/9., 29350/0/A/25"
"1061 Budapest, Király utca 46. III/9., 29350/0/A/45"
"1061 Budapest, Király utca 46. IV/9., 29350/0/A/55"
"1061 Budapest, Király utca 46. II/4., 29350/0/A/30"
"1061 Budapest, Király utca 46. II/16., 29350/0/A/36"
"1065 Budapest, Nagymező utca 45. 2/2., 28960/0/A/18"
"1066 Budapest, Dessewffy utca 30. 1/1., 28987/0/A/11"
"1061 Budapest, Andrássy út 6. II/7., 29242/0/A/29"
"1061 Budapest, Andrássy út 1. Fszt.1., 29246/0/A/8"
"1061 Budapest, Paulay Ede utca 3. B. ép. IV/2. , 29263/0/A/170"
"1061 Budapest, Király utca 14. III/7., 29273/0/A/38"
"1061 Budapest, Király utca 30-32. A. ép. I/109, 29289/0/A/11"
"1065 Budapest, Révay utca 2. 6/1., 29220/5/A/24"
"1065 Budapest, Lázár utca 18. 1/11., 29199/0/A/13"
"1066 Budapest, Teréz körút 18. III./1B., 28876/0/A/26"
"1066 Budapest, Zichy Jenő utca 1. 5/6., 29184/0/A/46"
"1067 Budapest, Teréz körút 47. II./3., 28830/0/A/27"
"1067 Budapest, Teréz körút 1. IV./12., 29440/0/A/25"
"1066 Budapest, Dessewffy utca 38. 1/6., 28991/0/A/8"
"1068 Budapest, Király utca 82. III/7., 29471/0/A/44"
"1065 Budapest, Lázár utca 9. fszt. 2., 29214/0/A/2"
"1067 Budapest, Teréz körút 39. fszt. 6., 28849/0/A/7"
"1066 Budapest, Lovag utca 12. 4/5., 28964/0/A/35"
"1067 Budapest, Eötvös utca 37. I/10.A, 28798/0/A/16"
"1067 Budapest, Csengery utca 84. I/8., 28781/0/A/14"
"1061 Budapest, Király utca 30-32. C. lh. VI./616., 29289/0/A/135"
"1061 Budapest, Paulay Ede utca 10. II./6., 29253/0/A/8"
"1061 Budapest, Paulay Ede utca 47. III./36., 29359/0/A/19"
"1066 Budapest, Teréz körút 2-4 V/2., 29407/0/A/66"
"1068 Budapest, Felső erdősor 11. III/18., 29597/0/A/25"
"1063 Budapest, Bajnok utca 6. IV/2., 28537/0/A/34"
"1065 Budapest, Bajcsy-Zsilinszky Endre köz 1. 1/2., 29207/1/A/9"
"1062 Budapest, Székely Bertalan utca 14. VI/3., 28443/0/B/33"
"1066 Budapest, Dessewffy utca 47. 6/3., 28998/0/A/53"
"1065 Budapest, Révay utca 2. I/2., 29220/5/A/11"
"1065 Budapest, Bajcsy-Zsilinszky út 35. III/32., 29147/0/A/35"
"1062 Budapest, Székely Bertalan utca 1/B. II/12., 28416/0/A/12"
"1067 Budapest, Szondi utca 33. Fszt. 4., 28637/0/A/10"
"1067 Budapest, Szondi utca 33. Fszt. 4., 28637/0/A/10"
"1065 Budapest, Hajós utca 43. II/25., 29135/0/A/23"
"1061 Budapest, Paulay Ede utca 3/B. VI/11., 29263/0/A/266"
"1065 Budapest, Bajcsy-Zsilinszky út 9. 2/3., 29264/2/A/7"
"1067 Budapest, Podmaniczky utca 29. V/25A., 28827/0/A/42"
"1066 Budapest, Mozsár utca 9.  3/29., 29062/0/A/33"
"1065 Budapest, Bajcsy-Zsilinszky út 19/A. I/4., 29207/5/A/5"
"1066 Budapest, Lovag utca 8. III/13., 28956/0/A/45"
"1061 Budapest, Paulay Ede utca 65. IV/32., 29392/0/A/32"
"1061 Budapest, Anker köz 1-3 III/6., 29268/5/A/49"
"1067 Budapest, Eötvös utca 8. fszt. 2., 29429/0/A/5"
"1063 Budapest, Szinyei Merse utca 30. I/12., 28478/0/A/13"
"1066 Budapest, Dessewffy utca 16. 1/4., 29126/0/A/9"
"1061 Budapest, Székely Mihály utca 10. I/4., 29293/0/A/7"
"1066 Budapest, Teréz körút 30. I/12., 28885/0/A/3"
"1063 Budapest, Szív utca 58. A.lh. III/33., 28565/0/A/16"
"1066 Budapest, Weiner Leó utca 10. 2/5., 28942/0/A/8"
"1066 Budapest, Zichy Jenő utca 41. fszt. 1., 29022/0/A/1"
